[23:32:36][modifier.cpp:1094]: 
 == MODIFIER DOCUMENTATION ==
Note on Modifier Categories:
-- These are used internally as a tag to suggest where they are intended to be used, but exact behavior depends upon individual implementation.
-- Pop scope modifiers will generally work on e.g. planets and countries as well as pops, in which case they will apply to all pops belonging to that object.

Printing Modifier Definitions:
- blank_modifier, Category: Pops
- decisions_nanites_produces_mult, Category: Economic Units
- decisions_minor_artifacts_cost_add, Category: Economic Units
- decisions_minor_artifacts_produces_add, Category: Economic Units
- decisions_minor_artifacts_produces_mult, Category: Economic Units
- decisions_menace_cost_add, Category: Economic Units
- decisions_menace_produces_add, Category: Economic Units
- decisions_menace_produces_mult, Category: Economic Units
- decisions_produces_mult, Category: Economic Units
- colonies_time_cost_add, Category: Economic Units
- colonies_time_cost_mult, Category: Economic Units
- colonies_energy_cost_add, Category: Economic Units
- colonies_energy_cost_mult, Category: Economic Units
- colonies_minerals_cost_add, Category: Economic Units
- colonies_minerals_cost_mult, Category: Economic Units
- colonies_food_cost_add, Category: Economic Units
- colonies_food_cost_mult, Category: Economic Units
- colonies_physics_research_cost_add, Category: Economic Units
- colonies_physics_research_cost_mult, Category: Economic Units
- colonies_society_research_cost_add, Category: Economic Units
- colonies_society_research_cost_mult, Category: Economic Units
- colonies_engineering_research_cost_add, Category: Economic Units
- colonies_engineering_research_cost_mult, Category: Economic Units
- colonies_influence_cost_add, Category: Economic Units
- colonies_influence_cost_mult, Category: Economic Units
- colonies_unity_cost_add, Category: Economic Units
- colonies_unity_cost_mult, Category: Economic Units
- colonies_consumer_goods_cost_add, Category: Economic Units
- colonies_consumer_goods_cost_mult, Category: Economic Units
- colonies_alloys_cost_add, Category: Economic Units
- colonies_alloys_cost_mult, Category: Economic Units
- colonies_volatile_motes_cost_add, Category: Economic Units
- colonies_volatile_motes_cost_mult, Category: Economic Units
- colonies_exotic_gases_cost_add, Category: Economic Units
- colonies_exotic_gases_cost_mult, Category: Economic Units
- colonies_rare_crystals_cost_add, Category: Economic Units
- colonies_rare_crystals_cost_mult, Category: Economic Units
- colonies_sr_living_metal_cost_add, Category: Economic Units
- colonies_sr_living_metal_cost_mult, Category: Economic Units
- colonies_sr_zro_cost_add, Category: Economic Units
- colonies_sr_zro_cost_mult, Category: Economic Units
- colonies_sr_dark_matter_cost_add, Category: Economic Units
- colonies_sr_dark_matter_cost_mult, Category: Economic Units
- colonies_nanites_cost_add, Category: Economic Units
- colonies_nanites_cost_mult, Category: Economic Units
- colonies_minor_artifacts_cost_add, Category: Economic Units
- colonies_minor_artifacts_cost_mult, Category: Economic Units
- colonies_menace_cost_add, Category: Economic Units
- colonies_menace_cost_mult, Category: Economic Units
- colonies_cost_mult, Category: Economic Units
- gdf_ship_upkeep_mult, Category: Economic Units
- gdf_ship_time_upkeep_add, Category: Economic Units
- gdf_ship_time_upkeep_mult, Category: Economic Units
- gdf_ship_energy_upkeep_add, Category: Economic Units
- gdf_ship_energy_upkeep_mult, Category: Economic Units
- gdf_ship_minerals_upkeep_add, Category: Economic Units
- gdf_ship_minerals_upkeep_mult, Category: Economic Units
- gdf_ship_food_upkeep_add, Category: Economic Units
- gdf_ship_food_upkeep_mult, Category: Economic Units
- gdf_ship_physics_research_upkeep_add, Category: Economic Units
- gdf_ship_physics_research_upkeep_mult, Category: Economic Units
- gdf_ship_society_research_upkeep_add, Category: Economic Units
- gdf_ship_society_research_upkeep_mult, Category: Economic Units
- gdf_ship_engineering_research_upkeep_add, Category: Economic Units
- gdf_ship_engineering_research_upkeep_mult, Category: Economic Units
- gdf_ship_influence_upkeep_add, Category: Economic Units
- gdf_ship_influence_upkeep_mult, Category: Economic Units
- gdf_ship_unity_upkeep_add, Category: Economic Units
- gdf_ship_unity_upkeep_mult, Category: Economic Units
- gdf_ship_consumer_goods_upkeep_add, Category: Economic Units
- gdf_ship_consumer_goods_upkeep_mult, Category: Economic Units
- gdf_ship_alloys_upkeep_add, Category: Economic Units
- gdf_ship_alloys_upkeep_mult, Category: Economic Units
- gdf_ship_volatile_motes_upkeep_add, Category: Economic Units
- gdf_ship_volatile_motes_upkeep_mult, Category: Economic Units
- gdf_ship_exotic_gases_upkeep_add, Category: Economic Units
- gdf_ship_exotic_gases_upkeep_mult, Category: Economic Units
- gdf_ship_rare_crystals_upkeep_add, Category: Economic Units
- gdf_ship_rare_crystals_upkeep_mult, Category: Economic Units
- gdf_ship_sr_living_metal_upkeep_add, Category: Economic Units
- gdf_ship_sr_living_metal_upkeep_mult, Category: Economic Units
- gdf_ship_sr_zro_upkeep_add, Category: Economic Units
- gdf_ship_sr_zro_upkeep_mult, Category: Economic Units
- gdf_ship_sr_dark_matter_upkeep_add, Category: Economic Units
- gdf_ship_sr_dark_matter_upkeep_mult, Category: Economic Units
- gdf_ship_nanites_upkeep_add, Category: Economic Units
- gdf_ship_nanites_upkeep_mult, Category: Economic Units
- gdf_ship_minor_artifacts_upkeep_add, Category: Economic Units
- gdf_ship_minor_artifacts_upkeep_mult, Category: Economic Units
- gdf_ship_menace_upkeep_add, Category: Economic Units
- gdf_ship_menace_upkeep_mult, Category: Economic Units
- ship_extended_military_station_medium_cost_mult, Category: Economic Units
- ship_extended_military_station_medium_time_cost_add, Category: Economic Units
- ship_extended_military_station_medium_time_cost_mult, Category: Economic Units
- ship_extended_military_station_medium_energy_cost_add, Category: Economic Units
- ship_extended_military_station_medium_energy_cost_mult, Category: Economic Units
- ship_extended_military_station_medium_minerals_cost_add, Category: Economic Units
- ship_extended_military_station_medium_minerals_cost_mult, Category: Economic Units
- ship_extended_military_station_medium_food_cost_add, Category: Economic Units
- ship_extended_military_station_medium_food_cost_mult, Category: Economic Units
- ship_extended_military_station_medium_physics_research_cost_add, Category: Economic Units
- ship_extended_military_station_medium_physics_research_cost_mult, Category: Economic Units
- ship_extended_military_station_medium_society_research_cost_add, Category: Economic Units
- ship_extended_military_station_medium_society_research_cost_mult, Category: Economic Units
- ship_extended_military_station_medium_engineering_research_cost_add, Category: Economic Units
- ship_extended_military_station_medium_engineering_research_cost_mult, Category: Economic Units
- ship_extended_military_station_medium_influence_cost_add, Category: Economic Units
- ship_extended_military_station_medium_influence_cost_mult, Category: Economic Units
- ship_extended_military_station_medium_unity_cost_add, Category: Economic Units
- ship_extended_military_station_medium_unity_cost_mult, Category: Economic Units
- ship_extended_military_station_medium_consumer_goods_cost_add, Category: Economic Units
- ship_extended_military_station_medium_consumer_goods_cost_mult, Category: Economic Units
- ship_extended_military_station_medium_alloys_cost_add, Category: Economic Units
- ship_extended_military_station_medium_alloys_cost_mult, Category: Economic Units
- ship_extended_military_station_medium_volatile_motes_cost_add, Category: Economic Units
- ship_extended_military_station_medium_volatile_motes_cost_mult, Category: Economic Units
- ship_extended_military_station_medium_exotic_gases_cost_add, Category: Economic Units
- ship_extended_military_station_medium_exotic_gases_cost_mult, Category: Economic Units
- ship_extended_military_station_medium_rare_crystals_cost_add, Category: Economic Units
- ship_extended_military_station_medium_rare_crystals_cost_mult, Category: Economic Units
- ship_extended_military_station_medium_sr_living_metal_cost_add, Category: Economic Units
- ship_extended_military_station_medium_sr_living_metal_cost_mult, Category: Economic Units
- ship_extended_military_station_medium_sr_zro_cost_add, Category: Economic Units
- ship_extended_military_station_medium_sr_zro_cost_mult, Category: Economic Units
- ship_extended_military_station_medium_sr_dark_matter_cost_add, Category: Economic Units
- ship_extended_military_station_medium_sr_dark_matter_cost_mult, Category: Economic Units
- ship_extended_military_station_medium_nanites_cost_add, Category: Economic Units
- ship_extended_military_station_medium_nanites_cost_mult, Category: Economic Units
- ship_extended_military_station_medium_minor_artifacts_cost_add, Category: Economic Units
- ship_extended_military_station_medium_minor_artifacts_cost_mult, Category: Economic Units
- ship_extended_military_station_medium_menace_cost_add, Category: Economic Units
- ship_extended_military_station_medium_menace_cost_mult, Category: Economic Units
- ship_extended_military_station_medium_upkeep_mult, Category: Economic Units
- ship_extended_military_station_medium_time_upkeep_add, Category: Economic Units
- ship_extended_military_station_medium_time_upkeep_mult, Category: Economic Units
- ship_extended_military_station_medium_energy_upkeep_add, Category: Economic Units
- ship_extended_military_station_medium_energy_upkeep_mult, Category: Economic Units
- ship_extended_military_station_medium_minerals_upkeep_add, Category: Economic Units
- ship_extended_military_station_medium_minerals_upkeep_mult, Category: Economic Units
- ship_extended_military_station_medium_food_upkeep_add, Category: Economic Units
- ship_extended_military_station_medium_food_upkeep_mult, Category: Economic Units
- ship_extended_military_station_medium_physics_research_upkeep_add, Category: Economic Units
- ship_extended_military_station_medium_physics_research_upkeep_mult, Category: Economic Units
- ship_extended_military_station_medium_society_research_upkeep_add, Category: Economic Units
- ship_extended_military_station_medium_society_research_upkeep_mult, Category: Economic Units
- ship_extended_military_station_medium_engineering_research_upkeep_add, Category: Economic Units
- ship_extended_military_station_medium_engineering_research_upkeep_mult, Category: Economic Units
- ship_extended_military_station_medium_influence_upkeep_add, Category: Economic Units
- ship_extended_military_station_medium_influence_upkeep_mult, Category: Economic Units
- ship_extended_military_station_medium_unity_upkeep_add, Category: Economic Units
- ship_extended_military_station_medium_unity_upkeep_mult, Category: Economic Units
- ship_extended_military_station_medium_consumer_goods_upkeep_add, Category: Economic Units
- ship_extended_military_station_medium_consumer_goods_upkeep_mult, Category: Economic Units
- ship_extended_military_station_medium_alloys_upkeep_add, Category: Economic Units
- ship_extended_military_station_medium_alloys_upkeep_mult, Category: Economic Units
- ship_extended_military_station_medium_volatile_motes_upkeep_add, Category: Economic Units
- ship_extended_military_station_medium_volatile_motes_upkeep_mult, Category: Economic Units
- ship_extended_military_station_medium_exotic_gases_upkeep_add, Category: Economic Units
- ship_extended_military_station_medium_exotic_gases_upkeep_mult, Category: Economic Units
- ship_extended_military_station_medium_rare_crystals_upkeep_add, Category: Economic Units
- ship_extended_military_station_medium_rare_crystals_upkeep_mult, Category: Economic Units
- ship_extended_military_station_medium_sr_living_metal_upkeep_add, Category: Economic Units
- ship_extended_military_station_medium_sr_living_metal_upkeep_mult, Category: Economic Units
- ship_extended_military_station_medium_sr_zro_upkeep_add, Category: Economic Units
- ship_extended_military_station_medium_sr_zro_upkeep_mult, Category: Economic Units
- ship_extended_military_station_medium_sr_dark_matter_upkeep_add, Category: Economic Units
- ship_extended_military_station_medium_sr_dark_matter_upkeep_mult, Category: Economic Units
- ship_extended_military_station_medium_nanites_upkeep_add, Category: Economic Units
- ship_extended_military_station_medium_nanites_upkeep_mult, Category: Economic Units
- ship_extended_military_station_medium_minor_artifacts_upkeep_add, Category: Economic Units
- ship_extended_military_station_medium_minor_artifacts_upkeep_mult, Category: Economic Units
- ship_extended_military_station_medium_menace_upkeep_add, Category: Economic Units
- ship_extended_military_station_medium_menace_upkeep_mult, Category: Economic Units
- ship_extended_military_station_large_cost_mult, Category: Economic Units
- ship_extended_military_station_large_time_cost_add, Category: Economic Units
- ship_extended_military_station_large_time_cost_mult, Category: Economic Units
- ship_extended_military_station_large_energy_cost_add, Category: Economic Units
- ship_extended_military_station_large_energy_cost_mult, Category: Economic Units
- ship_extended_military_station_large_minerals_cost_add, Category: Economic Units
- ship_extended_military_station_large_minerals_cost_mult, Category: Economic Units
- ship_extended_military_station_large_food_cost_add, Category: Economic Units
- ship_extended_military_station_large_food_cost_mult, Category: Economic Units
- ship_extended_military_station_large_physics_research_cost_add, Category: Economic Units
- ship_extended_military_station_large_physics_research_cost_mult, Category: Economic Units
- ship_extended_military_station_large_society_research_cost_add, Category: Economic Units
- ship_extended_military_station_large_society_research_cost_mult, Category: Economic Units
- ship_extended_military_station_large_engineering_research_cost_add, Category: Economic Units
- ship_extended_military_station_large_engineering_research_cost_mult, Category: Economic Units
- ship_extended_military_station_large_influence_cost_add, Category: Economic Units
- ship_extended_military_station_large_influence_cost_mult, Category: Economic Units
- ship_extended_military_station_large_unity_cost_add, Category: Economic Units
- ship_extended_military_station_large_unity_cost_mult, Category: Economic Units
- ship_extended_military_station_large_consumer_goods_cost_add, Category: Economic Units
- ship_extended_military_station_large_consumer_goods_cost_mult, Category: Economic Units
- ship_extended_military_station_large_alloys_cost_add, Category: Economic Units
- ship_extended_military_station_large_alloys_cost_mult, Category: Economic Units
- ship_extended_military_station_large_volatile_motes_cost_add, Category: Economic Units
- ship_extended_military_station_large_volatile_motes_cost_mult, Category: Economic Units
- ship_extended_military_station_large_exotic_gases_cost_add, Category: Economic Units
- ship_extended_military_station_large_exotic_gases_cost_mult, Category: Economic Units
- ship_extended_military_station_large_rare_crystals_cost_add, Category: Economic Units
- ship_extended_military_station_large_rare_crystals_cost_mult, Category: Economic Units
- ship_extended_military_station_large_sr_living_metal_cost_add, Category: Economic Units
- ship_extended_military_station_large_sr_living_metal_cost_mult, Category: Economic Units
- ship_extended_military_station_large_sr_zro_cost_add, Category: Economic Units
- ship_extended_military_station_large_sr_zro_cost_mult, Category: Economic Units
- ship_extended_military_station_large_sr_dark_matter_cost_add, Category: Economic Units
- ship_extended_military_station_large_sr_dark_matter_cost_mult, Category: Economic Units
- ship_extended_military_station_large_nanites_cost_add, Category: Economic Units
- ship_extended_military_station_large_nanites_cost_mult, Category: Economic Units
- ship_extended_military_station_large_minor_artifacts_cost_add, Category: Economic Units
- ship_extended_military_station_large_minor_artifacts_cost_mult, Category: Economic Units
- ship_extended_military_station_large_menace_cost_add, Category: Economic Units
- ship_extended_military_station_large_menace_cost_mult, Category: Economic Units
- ship_extended_military_station_large_upkeep_mult, Category: Economic Units
- ship_extended_military_station_large_time_upkeep_add, Category: Economic Units
- ship_extended_military_station_large_time_upkeep_mult, Category: Economic Units
- ship_extended_military_station_large_energy_upkeep_add, Category: Economic Units
- ship_extended_military_station_large_energy_upkeep_mult, Category: Economic Units
- ship_extended_military_station_large_minerals_upkeep_add, Category: Economic Units
- ship_extended_military_station_large_minerals_upkeep_mult, Category: Economic Units
- ship_extended_military_station_large_food_upkeep_add, Category: Economic Units
- ship_extended_military_station_large_food_upkeep_mult, Category: Economic Units
- ship_extended_military_station_large_physics_research_upkeep_add, Category: Economic Units
- ship_extended_military_station_large_physics_research_upkeep_mult, Category: Economic Units
- ship_extended_military_station_large_society_research_upkeep_add, Category: Economic Units
- ship_extended_military_station_large_society_research_upkeep_mult, Category: Economic Units
- ship_extended_military_station_large_engineering_research_upkeep_add, Category: Economic Units
- ship_extended_military_station_large_engineering_research_upkeep_mult, Category: Economic Units
- ship_extended_military_station_large_influence_upkeep_add, Category: Economic Units
- ship_extended_military_station_large_influence_upkeep_mult, Category: Economic Units
- ship_extended_military_station_large_unity_upkeep_add, Category: Economic Units
- ship_extended_military_station_large_unity_upkeep_mult, Category: Economic Units
- ship_extended_military_station_large_consumer_goods_upkeep_add, Category: Economic Units
- ship_extended_military_station_large_consumer_goods_upkeep_mult, Category: Economic Units
- ship_extended_military_station_large_alloys_upkeep_add, Category: Economic Units
- ship_extended_military_station_large_alloys_upkeep_mult, Category: Economic Units
- ship_extended_military_station_large_volatile_motes_upkeep_add, Category: Economic Units
- ship_extended_military_station_large_volatile_motes_upkeep_mult, Category: Economic Units
- ship_extended_military_station_large_exotic_gases_upkeep_add, Category: Economic Units
- ship_extended_military_station_large_exotic_gases_upkeep_mult, Category: Economic Units
- ship_extended_military_station_large_rare_crystals_upkeep_add, Category: Economic Units
- ship_extended_military_station_large_rare_crystals_upkeep_mult, Category: Economic Units
- ship_extended_military_station_large_sr_living_metal_upkeep_add, Category: Economic Units
- ship_extended_military_station_large_sr_living_metal_upkeep_mult, Category: Economic Units
- ship_extended_military_station_large_sr_zro_upkeep_add, Category: Economic Units
- ship_extended_military_station_large_sr_zro_upkeep_mult, Category: Economic Units
- ship_extended_military_station_large_sr_dark_matter_upkeep_add, Category: Economic Units
- ship_extended_military_station_large_sr_dark_matter_upkeep_mult, Category: Economic Units
- ship_extended_military_station_large_nanites_upkeep_add, Category: Economic Units
- ship_extended_military_station_large_nanites_upkeep_mult, Category: Economic Units
- ship_extended_military_station_large_minor_artifacts_upkeep_add, Category: Economic Units
- ship_extended_military_station_large_minor_artifacts_upkeep_mult, Category: Economic Units
- ship_extended_military_station_large_menace_upkeep_add, Category: Economic Units
- ship_extended_military_station_large_menace_upkeep_mult, Category: Economic Units
- starbase_starport_cost_mult, Category: Economic Units
- starbase_starport_time_cost_add, Category: Economic Units
- starbase_starport_time_cost_mult, Category: Economic Units
- starbase_starport_energy_cost_add, Category: Economic Units
- starbase_starport_energy_cost_mult, Category: Economic Units
- starbase_starport_minerals_cost_add, Category: Economic Units
- starbase_starport_minerals_cost_mult, Category: Economic Units
- starbase_starport_food_cost_add, Category: Economic Units
- starbase_starport_food_cost_mult, Category: Economic Units
- starbase_starport_physics_research_cost_add, Category: Economic Units
- starbase_starport_physics_research_cost_mult, Category: Economic Units
- starbase_starport_society_research_cost_add, Category: Economic Units
- starbase_starport_society_research_cost_mult, Category: Economic Units
- starbase_starport_engineering_research_cost_add, Category: Economic Units
- starbase_starport_engineering_research_cost_mult, Category: Economic Units
- starbase_starport_influence_cost_add, Category: Economic Units
- starbase_starport_influence_cost_mult, Category: Economic Units
- starbase_starport_unity_cost_add, Category: Economic Units
- starbase_starport_unity_cost_mult, Category: Economic Units
- starbase_starport_consumer_goods_cost_add, Category: Economic Units
- starbase_starport_consumer_goods_cost_mult, Category: Economic Units
- starbase_starport_alloys_cost_add, Category: Economic Units
- starbase_starport_alloys_cost_mult, Category: Economic Units
- starbase_starport_volatile_motes_cost_add, Category: Economic Units
- starbase_starport_volatile_motes_cost_mult, Category: Economic Units
- starbase_starport_exotic_gases_cost_add, Category: Economic Units
- starbase_starport_exotic_gases_cost_mult, Category: Economic Units
- starbase_starport_rare_crystals_cost_add, Category: Economic Units
- starbase_starport_rare_crystals_cost_mult, Category: Economic Units
- starbase_starport_sr_living_metal_cost_add, Category: Economic Units
- starbase_starport_sr_living_metal_cost_mult, Category: Economic Units
- starbase_starport_sr_zro_cost_add, Category: Economic Units
- starbase_starport_sr_zro_cost_mult, Category: Economic Units
- starbase_starport_sr_dark_matter_cost_add, Category: Economic Units
- starbase_starport_sr_dark_matter_cost_mult, Category: Economic Units
- starbase_starport_nanites_cost_add, Category: Economic Units
- starbase_starport_nanites_cost_mult, Category: Economic Units
- starbase_starport_minor_artifacts_cost_add, Category: Economic Units
- starbase_starport_minor_artifacts_cost_mult, Category: Economic Units
- starbase_starport_menace_cost_add, Category: Economic Units
- starbase_starport_menace_cost_mult, Category: Economic Units
- starbase_starport_upkeep_mult, Category: Economic Units
- starbase_starport_time_upkeep_add, Category: Economic Units
- starbase_starport_time_upkeep_mult, Category: Economic Units
- starbase_starport_energy_upkeep_add, Category: Economic Units
- starbase_starport_energy_upkeep_mult, Category: Economic Units
- starbase_starport_minerals_upkeep_add, Category: Economic Units
- starbase_starport_minerals_upkeep_mult, Category: Economic Units
- starbase_starport_food_upkeep_add, Category: Economic Units
- starbase_starport_food_upkeep_mult, Category: Economic Units
- starbase_starport_physics_research_upkeep_add, Category: Economic Units
- starbase_starport_physics_research_upkeep_mult, Category: Economic Units
- starbase_starport_society_research_upkeep_add, Category: Economic Units
- starbase_starport_society_research_upkeep_mult, Category: Economic Units
- starbase_starport_engineering_research_upkeep_add, Category: Economic Units
- starbase_starport_engineering_research_upkeep_mult, Category: Economic Units
- starbase_starport_influence_upkeep_add, Category: Economic Units
- starbase_starport_influence_upkeep_mult, Category: Economic Units
- starbase_starport_unity_upkeep_add, Category: Economic Units
- starbase_starport_unity_upkeep_mult, Category: Economic Units
- starbase_starport_consumer_goods_upkeep_add, Category: Economic Units
- starbase_starport_consumer_goods_upkeep_mult, Category: Economic Units
- starbase_starport_alloys_upkeep_add, Category: Economic Units
- starbase_starport_alloys_upkeep_mult, Category: Economic Units
- starbase_starport_volatile_motes_upkeep_add, Category: Economic Units
- starbase_starport_volatile_motes_upkeep_mult, Category: Economic Units
- starbase_starport_exotic_gases_upkeep_add, Category: Economic Units
- starbase_starport_exotic_gases_upkeep_mult, Category: Economic Units
- starbase_starport_rare_crystals_upkeep_add, Category: Economic Units
- starbase_starport_rare_crystals_upkeep_mult, Category: Economic Units
- starbase_starport_sr_living_metal_upkeep_add, Category: Economic Units
- starbase_starport_sr_living_metal_upkeep_mult, Category: Economic Units
- starbase_starport_sr_zro_upkeep_add, Category: Economic Units
- starbase_starport_sr_zro_upkeep_mult, Category: Economic Units
- starbase_starport_sr_dark_matter_upkeep_add, Category: Economic Units
- starbase_starport_sr_dark_matter_upkeep_mult, Category: Economic Units
- starbase_starport_nanites_upkeep_add, Category: Economic Units
- starbase_starport_nanites_upkeep_mult, Category: Economic Units
- starbase_starport_minor_artifacts_upkeep_add, Category: Economic Units
- starbase_starport_minor_artifacts_upkeep_mult, Category: Economic Units
- starbase_starport_menace_upkeep_add, Category: Economic Units
- starbase_starport_menace_upkeep_mult, Category: Economic Units
- starbase_starhold_cost_mult, Category: Economic Units
- starbase_starhold_time_cost_add, Category: Economic Units
- starbase_starhold_time_cost_mult, Category: Economic Units
- starbase_starhold_energy_cost_add, Category: Economic Units
- starbase_starhold_energy_cost_mult, Category: Economic Units
- starbase_starhold_minerals_cost_add, Category: Economic Units
- starbase_starhold_minerals_cost_mult, Category: Economic Units
- starbase_starhold_food_cost_add, Category: Economic Units
- starbase_starhold_food_cost_mult, Category: Economic Units
- starbase_starhold_physics_research_cost_add, Category: Economic Units
- starbase_starhold_physics_research_cost_mult, Category: Economic Units
- starbase_starhold_society_research_cost_add, Category: Economic Units
- starbase_starhold_society_research_cost_mult, Category: Economic Units
- starbase_starhold_engineering_research_cost_add, Category: Economic Units
- starbase_starhold_engineering_research_cost_mult, Category: Economic Units
- starbase_starhold_influence_cost_add, Category: Economic Units
- starbase_starhold_influence_cost_mult, Category: Economic Units
- starbase_starhold_unity_cost_add, Category: Economic Units
- starbase_starhold_unity_cost_mult, Category: Economic Units
- starbase_starhold_consumer_goods_cost_add, Category: Economic Units
- starbase_starhold_consumer_goods_cost_mult, Category: Economic Units
- starbase_starhold_alloys_cost_add, Category: Economic Units
- starbase_starhold_alloys_cost_mult, Category: Economic Units
- starbase_starhold_volatile_motes_cost_add, Category: Economic Units
- starbase_starhold_volatile_motes_cost_mult, Category: Economic Units
- starbase_starhold_exotic_gases_cost_add, Category: Economic Units
- starbase_starhold_exotic_gases_cost_mult, Category: Economic Units
- starbase_starhold_rare_crystals_cost_add, Category: Economic Units
- starbase_starhold_rare_crystals_cost_mult, Category: Economic Units
- starbase_starhold_sr_living_metal_cost_add, Category: Economic Units
- starbase_starhold_sr_living_metal_cost_mult, Category: Economic Units
- starbase_starhold_sr_zro_cost_add, Category: Economic Units
- starbase_starhold_sr_zro_cost_mult, Category: Economic Units
- starbase_starhold_sr_dark_matter_cost_add, Category: Economic Units
- starbase_starhold_sr_dark_matter_cost_mult, Category: Economic Units
- starbase_starhold_nanites_cost_add, Category: Economic Units
- starbase_starhold_nanites_cost_mult, Category: Economic Units
- starbase_starhold_minor_artifacts_cost_add, Category: Economic Units
- starbase_starhold_minor_artifacts_cost_mult, Category: Economic Units
- starbase_starhold_menace_cost_add, Category: Economic Units
- starbase_starhold_menace_cost_mult, Category: Economic Units
- starbase_starhold_upkeep_mult, Category: Economic Units
- starbase_starhold_time_upkeep_add, Category: Economic Units
- starbase_starhold_time_upkeep_mult, Category: Economic Units
- starbase_starhold_energy_upkeep_add, Category: Economic Units
- starbase_starhold_energy_upkeep_mult, Category: Economic Units
- starbase_starhold_minerals_upkeep_add, Category: Economic Units
- starbase_starhold_minerals_upkeep_mult, Category: Economic Units
- starbase_starhold_food_upkeep_add, Category: Economic Units
- starbase_starhold_food_upkeep_mult, Category: Economic Units
- starbase_starhold_physics_research_upkeep_add, Category: Economic Units
- starbase_starhold_physics_research_upkeep_mult, Category: Economic Units
- starbase_starhold_society_research_upkeep_add, Category: Economic Units
- starbase_starhold_society_research_upkeep_mult, Category: Economic Units
- starbase_starhold_engineering_research_upkeep_add, Category: Economic Units
- starbase_starhold_engineering_research_upkeep_mult, Category: Economic Units
- starbase_starhold_influence_upkeep_add, Category: Economic Units
- starbase_starhold_influence_upkeep_mult, Category: Economic Units
- starbase_starhold_unity_upkeep_add, Category: Economic Units
- starbase_starhold_unity_upkeep_mult, Category: Economic Units
- starbase_starhold_consumer_goods_upkeep_add, Category: Economic Units
- starbase_starhold_consumer_goods_upkeep_mult, Category: Economic Units
- starbase_starhold_alloys_upkeep_add, Category: Economic Units
- starbase_starhold_alloys_upkeep_mult, Category: Economic Units
- starbase_starhold_volatile_motes_upkeep_add, Category: Economic Units
- starbase_starhold_volatile_motes_upkeep_mult, Category: Economic Units
- starbase_starhold_exotic_gases_upkeep_add, Category: Economic Units
- starbase_starhold_exotic_gases_upkeep_mult, Category: Economic Units
- starbase_starhold_rare_crystals_upkeep_add, Category: Economic Units
- starbase_starhold_rare_crystals_upkeep_mult, Category: Economic Units
- starbase_starhold_sr_living_metal_upkeep_add, Category: Economic Units
- starbase_starhold_sr_living_metal_upkeep_mult, Category: Economic Units
- starbase_starhold_sr_zro_upkeep_add, Category: Economic Units
- starbase_starhold_sr_zro_upkeep_mult, Category: Economic Units
- starbase_starhold_sr_dark_matter_upkeep_add, Category: Economic Units
- starbase_starhold_sr_dark_matter_upkeep_mult, Category: Economic Units
- starbase_starhold_nanites_upkeep_add, Category: Economic Units
- starbase_starhold_nanites_upkeep_mult, Category: Economic Units
- starbase_starhold_minor_artifacts_upkeep_add, Category: Economic Units
- starbase_starhold_minor_artifacts_upkeep_mult, Category: Economic Units
- starbase_starhold_menace_upkeep_add, Category: Economic Units
- starbase_starhold_menace_upkeep_mult, Category: Economic Units
- starbase_starfortress_cost_mult, Category: Economic Units
- starbase_starfortress_time_cost_add, Category: Economic Units
- starbase_starfortress_time_cost_mult, Category: Economic Units
- starbase_starfortress_energy_cost_add, Category: Economic Units
- starbase_starfortress_energy_cost_mult, Category: Economic Units
- starbase_starfortress_minerals_cost_add, Category: Economic Units
- starbase_starfortress_minerals_cost_mult, Category: Economic Units
- starbase_starfortress_food_cost_add, Category: Economic Units
- starbase_starfortress_food_cost_mult, Category: Economic Units
- starbase_starfortress_physics_research_cost_add, Category: Economic Units
- starbase_starfortress_physics_research_cost_mult, Category: Economic Units
- starbase_starfortress_society_research_cost_add, Category: Economic Units
- starbase_starfortress_society_research_cost_mult, Category: Economic Units
- starbase_starfortress_engineering_research_cost_add, Category: Economic Units
- starbase_starfortress_engineering_research_cost_mult, Category: Economic Units
- starbase_starfortress_influence_cost_add, Category: Economic Units
- starbase_starfortress_influence_cost_mult, Category: Economic Units
- starbase_starfortress_unity_cost_add, Category: Economic Units
- starbase_starfortress_unity_cost_mult, Category: Economic Units
- starbase_starfortress_consumer_goods_cost_add, Category: Economic Units
- starbase_starfortress_consumer_goods_cost_mult, Category: Economic Units
- starbase_starfortress_alloys_cost_add, Category: Economic Units
- starbase_starfortress_alloys_cost_mult, Category: Economic Units
- starbase_starfortress_volatile_motes_cost_add, Category: Economic Units
- starbase_starfortress_volatile_motes_cost_mult, Category: Economic Units
- starbase_starfortress_exotic_gases_cost_add, Category: Economic Units
- starbase_starfortress_exotic_gases_cost_mult, Category: Economic Units
- starbase_starfortress_rare_crystals_cost_add, Category: Economic Units
- starbase_starfortress_rare_crystals_cost_mult, Category: Economic Units
- starbase_starfortress_sr_living_metal_cost_add, Category: Economic Units
- starbase_starfortress_sr_living_metal_cost_mult, Category: Economic Units
- starbase_starfortress_sr_zro_cost_add, Category: Economic Units
- starbase_starfortress_sr_zro_cost_mult, Category: Economic Units
- starbase_starfortress_sr_dark_matter_cost_add, Category: Economic Units
- starbase_starfortress_sr_dark_matter_cost_mult, Category: Economic Units
- starbase_starfortress_nanites_cost_add, Category: Economic Units
- starbase_starfortress_nanites_cost_mult, Category: Economic Units
